"ID","CBRD","SBRD","DBRD","BDAT","BRTHW","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
     10581 ,H    ,H    ,H    ,08/20/23,   82 ,        ,00000000 ,ARVKDD     ,   4 ,08/24/23,                ,                ,,
     10582 ,H    ,     ,H    ,08/21/23,   77 ,        ,00000000 ,ARVKDD     ,  10 ,08/31/23,                ,                ,,
     10583 ,H    ,H    ,H    ,08/22/23,   83 ,        ,00000000 ,ARVKDD     ,   9 ,08/31/23,                ,                ,,
     10584 ,H    ,H    ,H    ,08/22/23,   80 ,        ,00000000 ,ARVKDD     ,   9 ,08/31/23,                ,                ,,
     10585 ,H    ,H    ,H    ,08/23/23,   71 ,        ,00000000 ,ARVKDD     ,   8 ,08/31/23,                ,                ,,
     10586 ,H    ,H    ,H    ,08/23/23,   73 ,        ,00000000 ,ARVKDD     ,   8 ,08/31/23,                ,                ,,
     10587 ,H    ,H    ,H    ,08/23/23,   76 ,        ,00000000 ,ARVKDD     ,   8 ,08/31/23,                ,                ,,
     10588 ,-    ,     ,J    ,08/25/23,   70 ,        ,00000000 ,ARVKDD     ,   6 ,08/31/23,                ,                ,,
     10589 ,J    ,J    ,H    ,08/23/23,   62 ,        ,00000000 ,ARVKDD     ,   8 ,08/31/23,                ,                ,,
     10590 ,LM   ,LM   ,J    ,08/23/23,   71 ,        ,00000000 ,ARVKDD     ,   8 ,08/31/23,                ,                ,,
     10591 ,H    ,H    ,H    ,08/24/23,   90 ,        ,00000000 ,ARVKDD     ,   7 ,08/31/23,                ,                ,,
     10592 ,-    ,     ,H    ,08/24/23,   89 ,        ,00000000 ,ARVKDD     ,   7 ,08/31/23,                ,                ,,
     10593 ,H    ,H    ,H    ,08/26/23,   78 ,        ,00000000 ,ARVKDD     ,   5 ,08/31/23,                ,                ,,
     10594 ,H    ,H    ,H    ,08/26/23,   66 ,        ,00000000 ,ARVKDD     ,   5 ,08/31/23,                ,                ,,
     10595 ,-    ,     ,H    ,08/26/23,   76 ,        ,00000000 ,ARVKDD     ,   5 ,08/31/23,                ,                ,,
     10596 ,-    ,     ,S    ,08/26/23,   73 ,        ,00000000 ,ARVKDD     ,   5 ,08/31/23,                ,                ,,
     10597 ,-    ,     ,H    ,08/26/23,   75 ,        ,00000000 ,ARVKDD     ,   5 ,08/31/23,                ,                ,,
     10598 ,-    ,     ,H    ,08/27/23,   57 ,        ,00000000 ,ARVKDD     ,   4 ,08/31/23,                ,                ,,
     10599 ,H    ,H    ,H    ,08/27/23,   76 ,        ,00000000 ,ARVKDD     ,   4 ,08/31/23,                ,                ,,
     10600 ,LM   ,LM   ,H    ,08/28/23,   73 ,        ,00000000 ,ARVKDD     ,   3 ,08/31/23,                ,                ,,
     10601 ,LM   ,LM   ,H    ,08/28/23,   66 ,        ,00000000 ,ARVKDD     ,  10 ,09/07/23,                ,                ,,
     10602 ,H    ,H    ,H    ,08/28/23,   88 ,        ,00000000 ,ARVKDD     ,  10 ,09/07/23,                ,                ,,
     10604 ,H    ,H    ,H    ,08/29/23,   66 ,        ,00000000 ,ARVKDD     ,   9 ,09/07/23,                ,                ,,
     10605 ,H    ,H    ,H    ,08/29/23,   90 ,        ,00000000 ,ARVKDD     ,   9 ,09/07/23,                ,                ,,
     10606 ,H    ,H    ,H    ,08/29/23,   84 ,        ,00000000 ,ARVKDD     ,   9 ,09/07/23,                ,                ,,
     10607 ,HJ   ,H    ,H    ,08/30/23,   64 ,        ,00000000 ,ARVKDD     ,   8 ,09/07/23,                ,                ,,
     10608 ,-    ,     ,H    ,08/30/23,   90 ,        ,00000000 ,ARVKDD     ,   8 ,09/07/23,                ,                ,,
     10609 ,-    ,     ,H    ,08/30/23,   54 ,        ,00000000 ,ARVKDD     ,   8 ,09/07/23,                ,                ,,
     10610 ,H    ,H    ,H    ,08/31/23,   84 ,        ,00000000 ,ARVKDD     ,   7 ,09/07/23,                ,                ,,
     10611 ,LM   ,LM   ,H    ,09/01/23,   69 ,        ,00000000 ,ARVKDD     ,   6 ,09/07/23,                ,                ,,
     10612 ,LM   ,LM   ,H    ,09/01/23,   73 ,        ,00000000 ,ARVKDD     ,   6 ,09/07/23,                ,                ,,
     10613 ,H    ,H    ,H    ,09/01/23,   79 ,        ,00000000 ,ARVKDD     ,   6 ,09/07/23,                ,                ,,
     10614 ,H    ,H    ,H    ,09/01/23,   79 ,        ,00000000 ,ARVKDD     ,   6 ,09/07/23,                ,                ,,
     10615 ,H    ,H    ,H    ,09/01/23,   77 ,        ,00000000 ,ARVKDD     ,   6 ,09/07/23,                ,                ,,
     10616 ,H    ,H    ,H    ,09/02/23,   89 ,        ,00000000 ,ARVKDD     ,   5 ,09/07/23,                ,                ,,
     10617 ,LM   ,LM   ,H    ,09/02/23,   70 ,        ,00000000 ,ARVKDD     ,   5 ,09/07/23,                ,                ,,
     10618 ,H    ,H    ,H    ,09/02/23,   80 ,        ,00000000 ,ARVKDD     ,   5 ,09/07/23,                ,                ,,
     10619 ,J    ,J    ,H    ,09/02/23,   63 ,        ,00000000 ,ARVKDD     ,   5 ,09/07/23,                ,                ,,
     10620 ,H    ,H    ,H    ,09/04/23,   93 ,        ,00000000 ,ARVKDD     ,   3 ,09/07/23,                ,                ,,
     10621 ,-    ,     ,H    ,09/04/23,   91 ,        ,00000000 ,ARVKDD     ,   3 ,09/07/23,                ,                ,,
     10622 ,H    ,H    ,H    ,09/04/23,   96 ,        ,00000000 ,ARVKDD     ,   3 ,09/07/23,                ,                ,,
     10623 ,H    ,H    ,H    ,09/05/23,   60 ,        ,00000000 ,ARVKDD     ,   9 ,09/14/23,                ,                ,,
     10624 ,J    ,J    ,H    ,09/05/23,   74 ,        ,00000000 ,ARVKDD     ,   9 ,09/14/23,                ,                ,,
     10625 ,H    ,H    ,H    ,09/05/23,   82 ,        ,00000000 ,ARVKDD     ,   9 ,09/14/23,                ,                ,,
     10626 ,H    ,H    ,H    ,09/05/23,   59 ,        ,00000000 ,ARVKDD     ,   9 ,09/14/23,                ,                ,,
     10627 ,J    ,J    ,H    ,09/05/23,   63 ,        ,00000000 ,ARVKDD     ,   9 ,09/14/23,                ,                ,,
     10628 ,-    ,     ,H    ,09/06/23,   74 ,        ,00000000 ,ARVKDD     ,   8 ,09/14/23,                ,                ,,
     10629 ,LM   ,LM   ,H    ,09/06/23,   58 , SLD/DIE,00000000 ,ARVKDD     ,   8 ,09/14/23,                ,                ,,
     10630 ,-    ,     ,H    ,09/06/23,   81 ,        ,00000000 ,ARVKDD     ,   8 ,09/14/23,                ,                ,,
     10631 ,-    ,     ,H    ,09/06/23,   91 ,        ,00000000 ,ARVKDD     ,   8 ,09/14/23,                ,                ,,
     10632 ,J    ,J    ,H    ,09/07/23,   62 ,        ,00000000 ,ARVKDD     ,   7 ,09/14/23,                ,                ,,
     10633 ,J    ,J    ,H    ,09/08/23,   66 ,        ,00000000 ,ARVKDD     ,   6 ,09/14/23,                ,                ,,
     10634 ,-    ,     ,H    ,09/07/23,   79 ,        ,00000000 ,ARVKDD     ,   7 ,09/14/23,                ,                ,,
     10635 ,-    ,     ,H    ,09/08/23,   77 ,        ,00000000 ,ARVKDD     ,   6 ,09/14/23,                ,                ,,
     10636 ,LM   ,LM   ,H    ,09/09/23,   92 ,        ,00000000 ,ARVKDD     ,   5 ,09/14/23,                ,                ,,
     10637 ,LM   ,LM   ,H    ,09/09/23,   59 ,        ,00000000 ,ARVKDD     ,   5 ,09/14/23,                ,                ,,
     10638 ,H    ,H    ,H    ,09/09/23,   84 ,        ,00000000 ,ARVKDD     ,   5 ,09/14/23,                ,                ,,
     10639 ,H    ,H    ,H    ,09/09/23,   70 ,        ,00000000 ,ARVKDD     ,   5 ,09/14/23,                ,                ,,
     10640 ,-    ,     ,H    ,09/09/23,   70 ,        ,00000000 ,ARVKDD     ,   5 ,09/14/23,                ,                ,,
     10641 ,-    ,     ,H    ,09/10/23,   78 ,        ,00000000 ,ARVKDD     ,   4 ,09/14/23,                ,                ,,
     10642 ,H    ,H    ,H    ,09/11/23,   87 ,        ,00000000 ,ARVKDD     ,   3 ,09/14/23,                ,                ,,
     10643 ,-    ,     ,H    ,09/11/23,   59 ,        ,00000000 ,ARVKDD     ,  10 ,09/21/23,                ,                ,,
     10644 ,-    ,     ,H    ,09/11/23,   96 ,        ,00000000 ,ARVKDD     ,  10 ,09/21/23,                ,                ,,
     10645 ,-    ,     ,H    ,09/11/23,   78 ,        ,00000000 ,ARVKDD     ,  10 ,09/21/23,                ,                ,,
     10646 ,-    ,     ,H    ,09/12/23,   77 ,        ,00000000 ,ARVKDD     ,   9 ,09/21/23,                ,                ,,
     10647 ,-    ,     ,H    ,09/13/23,   70 ,        ,00000000 ,ARVKDD     ,   8 ,09/21/23,                ,                ,,
     10648 ,LM   ,LM   ,J    ,09/13/23,   69 ,        ,00000000 ,ARVKDD     ,   8 ,09/21/23,                ,                ,,
     10649 ,-    ,     ,H    ,09/15/23,   84 ,        ,00000000 ,ARVKDD     ,   6 ,09/21/23,                ,                ,,
     10650 ,-    ,     ,H    ,09/15/23,   91 ,BRED    ,00000000 ,ARVKDD     ,   6 ,09/21/23,                ,                ,,
     10651 ,HJ   ,J    ,X    ,09/16/23,   84 ,        ,00000000 ,ARVKDD     ,   5 ,09/21/23,                ,                ,,
     10652 ,H    ,H    ,H    ,09/17/23,   73 ,        ,00000000 ,ARVKDD     ,   4 ,09/21/23,                ,                ,,
     10653 ,J    ,J    ,H    ,09/17/23,   51 ,        ,00000000 ,ARVKDD     ,   4 ,09/21/23,                ,                ,,
     10654 ,AN   ,AN   ,H    ,09/17/23,   79 ,        ,00000000 ,ARVKDD     ,   4 ,09/21/23,                ,                ,,
     10655 ,H    ,H    ,H    ,09/18/23,   77 ,        ,00000000 ,ARVKDD     ,  10 ,09/28/23,                ,                ,,
     10656 ,J    ,J    ,H    ,09/18/23,   68 ,        ,00000000 ,ARVKDD     ,  10 ,09/28/23,                ,                ,,
     10657 ,-    ,     ,H    ,09/19/23,   75 ,        ,00000000 ,ARVKDD     ,   9 ,09/28/23,                ,                ,,
     10658 ,H    ,H    ,H    ,09/19/23,   81 ,        ,00000000 ,ARVKDD     ,   9 ,09/28/23,                ,                ,,
     10659 ,-    ,     ,H    ,09/19/23,   69 ,        ,00000000 ,ARVKDD     ,   9 ,09/28/23,                ,                ,,
     10660 ,-    ,     ,H    ,09/20/23,   77 ,        ,00000000 ,ARVKDD     ,   8 ,09/28/23,                ,                ,,
     10661 ,J    ,J    ,H    ,09/20/23,   61 ,        ,00000000 ,ARVKDD     ,   8 ,09/28/23,                ,                ,,
     10662 ,H    ,H    ,H    ,09/21/23,   88 ,        ,00000000 ,ARVKDD     ,   7 ,09/28/23,                ,                ,,
     10663 ,-    ,     ,H    ,09/21/23,   74 ,        ,00000000 ,ARVKDD     ,   7 ,09/28/23,                ,                ,,
     10664 ,H    ,H    ,H    ,09/21/23,   84 ,        ,00000000 ,ARVKDD     ,   7 ,09/28/23,                ,                ,,
     10665 ,J    ,J    ,H    ,09/21/23,   64 ,        ,00000000 ,ARVKDD     ,   7 ,09/28/23,                ,                ,,
     10666 ,H    ,H    ,H    ,09/21/23,   95 ,        ,00000000 ,ARVKDD     ,   7 ,09/28/23,                ,                ,,
     10667 ,-    ,     ,H    ,09/23/23,   60 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10668 ,LM   ,LM   ,H    ,09/23/23,   72 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10669 ,J    ,J    ,H    ,09/23/23,   53 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10670 ,H    ,H    ,H    ,09/23/23,   73 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10671 ,H    ,H    ,H    ,09/23/23,   74 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10672 ,H    ,H    ,H    ,09/23/23,   80 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10673 ,-    ,     ,H    ,09/23/23,   86 , SLD/DIE,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10674 ,J    ,J    ,H    ,09/23/23,   56 ,        ,00000000 ,ARVKDD     ,   5 ,09/28/23,                ,                ,,
     10675 ,LM   ,LM   ,H    ,09/24/23,   60 ,        ,00000000 ,ARVKDD     ,   4 ,09/28/23,                ,                ,,
     10676 ,-    ,     ,H    ,09/25/23,   69 ,        ,00000000 ,ARVKDD     ,   3 ,09/28/23,                ,                ,,
     10677 ,J    ,J    ,H    ,09/25/23,    0 ,        ,00000000 ,ARVKDD     ,   3 ,09/28/23,                ,                ,,
     10678 ,H    ,H    ,H    ,09/25/23,    0 ,        ,00000000 ,ARVKDD     ,   3 ,09/28/23,                ,                ,,
     10679 ,J    ,J    ,H    ,09/25/23,   67 ,        ,00000000 ,ARVKDD     ,   3 ,09/28/23,                ,                ,,
     10680 ,J    ,J    ,H    ,09/26/23,   68 ,        ,00000000 ,ARVKDD     ,   9 ,10/05/23,                ,                ,,
     10681 ,H    ,H    ,H    ,09/26/23,   80 ,        ,00000000 ,ARVKDD     ,   9 ,10/05/23,                ,                ,,
     10682 ,J    ,J    ,H    ,09/26/23,   79 ,        ,00000000 ,ARVKDD     ,   9 ,10/05/23,                ,                ,,
     10683 ,-    ,     ,H    ,09/26/23,   77 ,        ,00000000 ,ARVKDD     ,   9 ,10/05/23,                ,                ,,
     10684 ,-    ,     ,H    ,09/27/23,   72 ,        ,00000000 ,ARVKDD     ,   8 ,10/05/23,                ,                ,,
     10685 ,-    ,     ,H    ,09/27/23,   88 ,        ,00000000 ,ARVKDD     ,   8 ,10/05/23,                ,                ,,
     10686 ,H    ,H    ,H    ,09/28/23,   78 ,        ,00000000 ,ARVKDD     ,   7 ,10/05/23,                ,                ,,
     10687 ,MO   ,MO   ,X    ,09/27/23,   86 ,        ,00000000 ,ARVKDD     ,   8 ,10/05/23,                ,                ,,
     10688 ,J    ,J    ,H    ,09/28/23,   59 ,        ,00000000 ,ARVKDD     ,   7 ,10/05/23,                ,                ,,
     10689 ,LM   ,LM   ,H    ,10/01/23,   70 ,        ,00000000 ,ARVKDD     ,   4 ,10/05/23,                ,                ,,
     10690 ,H    ,H    ,H    ,10/01/23,   87 ,        ,00000000 ,ARVKDD     ,   4 ,10/05/23,                ,                ,,
     10691 ,-    ,     ,H    ,10/02/23,   75 ,        ,00000000 ,ARVKDD     ,  10 ,10/12/23,                ,                ,,
     10692 ,J    ,J    ,H    ,10/03/23,   62 ,        ,00000000 ,ARVKDD     ,   9 ,10/12/23,                ,                ,,
     10693 ,H    ,H    ,H    ,10/03/23,   72 ,        ,00000000 ,ARVKDD     ,   9 ,10/12/23,                ,                ,,
     10694 ,-    ,     ,H    ,10/05/23,   74 ,        ,00000000 ,ARVKDD     ,   7 ,10/12/23,                ,                ,,
     10695 ,J    ,J    ,H    ,10/03/23,   66 ,        ,00000000 ,ARVKDD     ,   9 ,10/12/23,                ,                ,,
     10696 ,-    ,     ,H    ,10/04/23,   82 ,        ,00000000 ,ARVKDD     ,   8 ,10/12/23,                ,                ,,
     10697 ,H    ,H    ,H    ,10/05/23,   87 ,        ,00000000 ,ARVKDD     ,   7 ,10/12/23,                ,                ,,
     10698 ,H    ,H    ,H    ,10/06/23,   88 ,        ,00000000 ,ARVKDD     ,   6 ,10/12/23,                ,                ,,
     10699 ,H    ,H    ,H    ,10/06/23,   67 ,        ,00000000 ,ARVKDD     ,   6 ,10/12/23,                ,                ,,
     10700 ,H    ,H    ,H    ,10/06/23,   89 ,        ,00000000 ,ARVKDD     ,   6 ,10/12/23,                ,                ,,
     10701 ,H    ,H    ,H    ,10/07/23,   84 ,        ,00000000 ,ARVKDD     ,   5 ,10/12/23,                ,                ,,
     10702 ,H    ,H    ,H    ,10/07/23,   85 ,        ,00000000 ,ARVKDD     ,   5 ,10/12/23,                ,                ,,
     10703 ,H    ,H    ,H    ,10/07/23,   82 ,        ,00000000 ,ARVKDD     ,   5 ,10/12/23,                ,                ,,
     10704 ,J    ,J    ,H    ,10/08/23,   67 ,        ,00000000 ,ARVKDD     ,   4 ,10/12/23,                ,                ,,
     10705 ,H    ,H    ,H    ,10/09/23,   73 ,BRED    ,00000000 ,ARVKDD     ,   3 ,10/12/23,                ,                ,,
     10706 ,J    ,J    ,H    ,10/09/23,   70 ,        ,00000000 ,ARVKDD     ,  10 ,10/19/23,                ,                ,,
     10707 ,-    ,     ,H    ,10/10/23,   83 ,        ,00000000 ,ARVKDD     ,   9 ,10/19/23,                ,                ,,
     10708 ,H    ,H    ,H    ,10/10/23,   72 ,        ,00000000 ,ARVKDD     ,   9 ,10/19/23,                ,                ,,
     10709 ,H    ,H    ,H    ,10/10/23,   75 ,        ,00000000 ,ARVKDD     ,   9 ,10/19/23,                ,                ,,
     10710 ,-    ,     ,H    ,10/10/23,   91 ,        ,00000000 ,ARVKDD     ,   9 ,10/19/23,                ,                ,,
     10711 ,H    ,H    ,H    ,10/11/23,   78 ,        ,00000000 ,ARVKDD     ,   8 ,10/19/23,                ,                ,,
     10712 ,H    ,H    ,H    ,10/11/23,   76 ,        ,00000000 ,ARVKDD     ,   8 ,10/19/23,                ,                ,,
     10713 ,J    ,J    ,H    ,10/11/23,   64 ,        ,00000000 ,ARVKDD     ,   8 ,10/19/23,                ,                ,,
     10714 ,H    ,H    ,H    ,10/12/23,   76 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10715 ,-    ,     ,H    ,10/12/23,   87 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10716 ,H    ,H    ,H    ,10/12/23,   83 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10717 ,J    ,J    ,H    ,10/12/23,   64 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10718 ,H    ,H    ,H    ,10/12/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10719 ,-    ,     ,H    ,10/12/23,   63 ,        ,00000000 ,ARVKDD     ,   7 ,10/19/23,                ,                ,,
     10720 ,-    ,     ,H    ,10/13/23,   71 ,        ,00000000 ,ARVKDD     ,   6 ,10/19/23,                ,                ,,
     10721 ,-    ,     ,H    ,10/13/23,   95 ,        ,00000000 ,ARVKDD     ,   6 ,10/19/23,                ,                ,,
     10722 ,H    ,H    ,H    ,10/13/23,   77 ,        ,00000000 ,ARVKDD     ,   6 ,10/19/23,                ,                ,,
     10723 ,J    ,J    ,H    ,10/13/23,   66 ,        ,00000000 ,ARVKDD     ,   6 ,10/19/23,                ,                ,,
     10724 ,LM   ,LM   ,H    ,10/13/23,   79 ,        ,00000000 ,ARVKDD     ,   6 ,10/19/23,                ,                ,,
     10725 ,-    ,     ,H    ,10/14/23,   73 ,        ,00000000 ,ARVKDD     ,   5 ,10/19/23,                ,                ,,
     10726 ,-    ,     ,H    ,10/14/23,   84 ,        ,00000000 ,ARVKDD     ,   5 ,10/19/23,                ,                ,,
     10727 ,H    ,H    ,H    ,10/14/23,   75 ,        ,00000000 ,ARVKDD     ,   5 ,10/19/23,                ,                ,,
     10728 ,-    ,     ,H    ,10/16/23,   84 ,        ,00000000 ,ARVKDD     ,   3 ,10/19/23,                ,                ,,
     10729 ,J    ,J    ,H    ,10/16/23,   64 ,        ,00000000 ,ARVKDD     ,  10 ,10/26/23,                ,                ,,
     10730 ,H    ,H    ,H    ,10/17/23,   90 ,        ,00000000 ,ARVKDD     ,   9 ,10/26/23,                ,                ,,
     10731 ,H    ,H    ,H    ,10/17/23,    0 ,        ,00000000 ,ARVKDD     ,   9 ,10/26/23,                ,                ,,
     10732 ,LM   ,LM   ,H    ,10/18/23,   78 ,        ,00000000 ,ARVKDD     ,   8 ,10/26/23,                ,                ,,
     10733 ,-    ,     ,H    ,10/18/23,   85 ,        ,00000000 ,ARVKDD     ,   8 ,10/26/23,                ,                ,,
     10734 ,H    ,H    ,H    ,10/18/23,   84 ,        ,00000000 ,ARVKDD     ,   8 ,10/26/23,                ,                ,,
     10735 ,H    ,H    ,H    ,10/18/23,   87 ,        ,00000000 ,ARVKDD     ,   8 ,10/26/23,                ,                ,,
     10736 ,H    ,H    ,H    ,10/19/23,   74 ,        ,00000000 ,ARVKDD     ,   7 ,10/26/23,                ,                ,,
     10737 ,H    ,H    ,H    ,10/19/23,   67 ,        ,00000000 ,ARVKDD     ,   7 ,10/26/23,                ,                ,,
     10738 ,HJ   ,H    ,H    ,10/19/23,   64 ,        ,00000000 ,ARVKDD     ,   7 ,10/26/23,                ,                ,,
     10739 ,J    ,J    ,H    ,10/19/23,   77 ,        ,00000000 ,ARVKDD     ,   7 ,10/26/23,                ,                ,,
     10740 ,H    ,H    ,H    ,10/21/23,   67 ,        ,00000000 ,ARVKDD     ,   5 ,10/26/23,                ,                ,,
     10741 ,H    ,H    ,H    ,10/21/23,   74 ,        ,00000000 ,ARVKDD     ,   5 ,10/26/23,                ,                ,,
     10742 ,-    ,     ,H    ,10/21/23,   88 ,        ,00000000 ,ARVKDD     ,   5 ,10/26/23,                ,                ,,
     10743 ,J    ,J    ,H    ,10/21/23,   72 ,        ,00000000 ,ARVKDD     ,   5 ,10/26/23,                ,                ,,
     10744 ,-    ,     ,H    ,10/21/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,10/26/23,                ,                ,,
     10745 ,LM   ,LM   ,H    ,10/22/23,   64 ,        ,00000000 ,ARVKDD     ,   4 ,10/26/23,                ,                ,,
     10746 ,J    ,J    ,H    ,10/22/23,   74 ,        ,00000000 ,ARVKDD     ,   4 ,10/26/23,                ,                ,,
     10747 ,H    ,H    ,H    ,10/23/23,   82 ,        ,00000000 ,ARVKDD     ,  10 ,11/02/23,                ,                ,,
     10748 ,-    ,     ,H    ,10/23/23,   89 ,        ,00000000 ,ARVKDD     ,  10 ,11/02/23,                ,                ,,
     10749 ,H    ,H    ,H    ,10/23/23,   80 ,        ,00000000 ,ARVKDD     ,  10 ,11/02/23,                ,                ,,
     10750 ,H    ,H    ,H    ,10/24/23,   88 ,        ,00000000 ,ARVKDD     ,   9 ,11/02/23,                ,                ,,
     10751 ,H    ,H    ,H    ,10/25/23,   81 ,        ,00000000 ,ARVKDD     ,   8 ,11/02/23,                ,                ,,
     10752 ,-    ,     ,H    ,10/25/23,   97 ,        ,00000000 ,ARVKDD     ,   8 ,11/02/23,                ,                ,,
     10753 ,-    ,     ,H    ,10/25/23,   93 ,        ,00000000 ,ARVKDD     ,   8 ,11/02/23,                ,                ,,
     10754 ,H    ,H    ,H    ,10/26/23,   90 ,        ,00000000 ,ARVKDD     ,   7 ,11/02/23,                ,                ,,
     10755 ,-    ,     ,H    ,10/26/23,   49 ,        ,00000000 ,ARVKDD     ,   7 ,11/02/23,                ,                ,,
     10756 ,H    ,H    ,H    ,10/26/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/02/23,                ,                ,,
     10757 ,-    ,     ,H    ,10/27/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/02/23,                ,                ,,
     10758 ,H    ,H    ,H    ,10/28/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/02/23,                ,                ,,
     10759 ,H    ,H    ,H    ,10/28/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/02/23,                ,                ,,
     10760 ,-    ,     ,H    ,10/28/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/02/23,                ,                ,,
     10761 ,-    ,     ,H    ,10/28/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/02/23,                ,                ,,
     10763 ,H    ,H    ,H    ,10/30/23,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/09/23,                ,                ,,
     10764 ,H    ,H    ,J    ,10/30/23,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/09/23,                ,                ,,
     10765 ,-    ,     ,H    ,10/30/23,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/09/23,                ,                ,,
     10766 ,J    ,J    ,X    ,10/31/23,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/09/23,                ,                ,,
     10767 ,-    ,     ,H    ,10/31/23,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/09/23,                ,                ,,
     10768 ,H    ,H    ,H    ,11/01/23,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/09/23,                ,                ,,
     10769 ,-    ,     ,H    ,11/02/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/09/23,                ,                ,,
     10770 ,H    ,H    ,H    ,11/02/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/09/23,                ,                ,,
     10771 ,H    ,H    ,H    ,11/02/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/09/23,                ,                ,,
     10772 ,J    ,J    ,H    ,11/03/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/09/23,                ,                ,,
     10773 ,H    ,H    ,H    ,11/03/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/09/23,                ,                ,,
     10774 ,J    ,J    ,H    ,11/03/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/09/23,                ,                ,,
     10775 ,H    ,H    ,H    ,11/04/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/09/23,                ,                ,,
     10776 ,HJ   ,H    ,H    ,11/04/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/09/23,                ,                ,,
     10777 ,J    ,J    ,H    ,11/04/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/09/23,                ,                ,,
     10778 ,-    ,     ,H    ,11/04/23,    0 ,        ,00000000 ,ARVKDD     ,   5 ,11/09/23,                ,                ,,
     10779 ,H    ,H    ,H    ,11/05/23,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/09/23,                ,                ,,
     10780 ,J    ,J    ,H    ,11/05/23,    0 ,        ,00000000 ,ARVKDD     ,   4 ,11/09/23,                ,                ,,
     10781 ,H    ,H    ,H    ,11/06/23,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/16/23,                ,                ,,
     10782 ,-    ,     ,H    ,11/06/23,    0 ,        ,00000000 ,ARVKDD     ,  10 ,11/16/23,                ,                ,,
     10783 ,-    ,     ,H    ,11/07/23,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/16/23,                ,                ,,
     10784 ,J    ,J    ,H    ,11/07/23,    0 ,        ,00000000 ,ARVKDD     ,   9 ,11/16/23,                ,                ,,
     10785 ,H    ,H    ,H    ,11/08/23,   68 ,        ,00000000 ,ARVKDD     ,   8 ,11/16/23,                ,                ,,
     10786 ,-    ,     ,H    ,11/08/23,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/16/23,                ,                ,,
     10787 ,J    ,J    ,H    ,11/08/23,    0 ,        ,00000000 ,ARVKDD     ,   8 ,11/16/23,                ,                ,,
     10788 ,H    ,H    ,H    ,11/09/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/16/23,                ,                ,,
     10789 ,J    ,J    ,H    ,11/09/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/16/23,                ,                ,,
     10790 ,-    ,     ,H    ,11/09/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/16/23,                ,                ,,
     10791 ,-    ,     ,H    ,11/09/23,    0 ,        ,00000000 ,ARVKDD     ,   7 ,11/16/23,                ,                ,,
     10792 ,H    ,H    ,H    ,11/10/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/16/23,                ,                ,,
     10793 ,LM   ,LM   ,H    ,11/10/23,    0 ,        ,00000000 ,ARVKDD     ,   6 ,11/16/23,                ,                ,,
