id,oldid,pen,age,note,rem,days_in_closeup,dim,lact,xmast,xsick,orgin,birth_date,fresh_date,purchase_date,last_test_date,cull_date,age_fresh_days,breed,sire_breed,dam_breed,last_test_milk,last_test_scc,last_test_log_scc,first_test_log_scc,second_test_log_scc,week_1_milk,week_4_milk,week_8_milk,mature_equiv_305m,energy_corrected_305m,culled,times_mast,times_sick
666,0,74,2-8,JC23,67DAYS,9,224,1,0,0,PUR,2021-04-02,2023-04-26,2023-03-16,2023-11-27,,754,HO,H,H,51,379,4.9,2.4,1.5,37,56,53,20050,22870,0,0,0
667,0,79,2-4,JC23,LAME.EU,4,111,1,0,1,Missing,2021-04-07,2023-04-21,2023-03-16,2023-07-19,2023-08-10,744,HO,H,H,79,14,0.2,0,2.7,28,50,77,24130,25260,1,0,1
668,0,74,2-1,JC23,PNEU,2,61,1,0,1,Missing,2021-05-10,2023-05-03,2023-03-16,2023-06-26,2023-07-03,723,HO,H,H,57,9,0.1,6,0.1,40,58,56,19890,20470,1,0,1
673,0,74,2-6,JC23,NONE,6,213,1,0,0,PUR,2021-05-31,2023-05-07,2023-03-16,2023-11-27,,706,HO,H,H,44,124,3.3,0,0.2,38,56,68,21380,22000,0,0,0
674,0,74,2-5,JC23,LP,14,197,1,0,0,PUR,2021-06-06,2023-05-15,2023-03-16,2023-11-27,2023-11-28,708,HO,H,H,40,48,2,2.4,0.1,39,69,79,21040,21820,1,0,0
675,0,78,2-5,JC23,35DAYS,1,182,1,1,2,PUR,2021-06-11,2023-06-07,2023-03-16,2023-11-27,,726,HO,H,H,71,92,2.9,1.4,7,33,67,65,24210,26640,0,1,2
676,0,74,2-5,JC23,TRMH/B,11,222,1,0,1,PUR,2021-06-11,2023-04-28,2023-03-16,2023-11-27,,686,HO,H,H,69,166,3.7,0.8,0.1,39,69,89,28330,31490,0,0,1
685,0,78,2-5,JC23,69DAYS,12,179,1,0,0,PUR,2021-07-01,2023-06-10,2023-03-16,2023-11-27,,709,HO,H,H,93,290,4.5,0,4.4,40,74,82,32150,33180,0,0,0
687,0,78,2-4,JC23,NONE,4,169,1,0,0,PUR,2021-07-08,2023-06-20,2023-03-16,2023-11-27,,712,HO,H,H,60,37,1.5,3,3.2,29,58,75,23320,26920,0,0,0
688,0,73,2-4,JC23,NONE,16,160,1,1,1,PUR,2021-07-10,2023-06-29,2023-03-16,2023-11-27,,719,HO,H,H,59,128,3.4,3.4,3.4,41,76,82,25880,31520,0,1,1
689,0,10,1-11,JC23,LP,12,24,1,0,1,Missing,2021-07-11,2023-06-18,2023-03-16,2023-06-26,2023-07-12,707,HO,H,H,37,77,2.6,2.6,0,12,23,0,15380,16520,1,0,1
690,0,78,2-4,JC23,TRMHRH/B,13,177,1,0,0,PUR,2021-07-12,2023-06-12,2023-03-16,2023-11-27,,700,HO,H,H,85,163,3.7,0,2.4,38,50,76,27980,27620,0,0,0
701,0,75,2-2,JC23,14:59,8,50,1,0,0,PUR,2021-09-22,2023-10-17,2023-03-16,2023-11-27,,755,HO,H,H,71,629,5.6,5,5.6,40,60,75,24830,27090,0,0,0
702,0,76,2-2,JC23,12:59,2,56,1,0,0,PUR,2021-09-27,2023-10-11,2023-03-16,2023-11-27,,744,HO,H,H,80,591,5.5,3,5.5,39,62,74,25280,26210,0,0,0
703,0,75,2-2,JC23,10:59,0,47,1,0,0,PUR,2021-09-29,2023-10-20,2023-03-16,2023-11-27,,751,HO,H,H,77,32,1.4,2.6,1.4,45,69,0,26650,26880,0,0,0
704,0,75,2-2,JC23,04:59,20,44,1,0,0,PUR,2021-09-29,2023-10-23,2023-03-16,2023-11-27,,754,HO,H,H,81,53,2.1,2.1,0,46,77,0,26340,27530,0,0,0
705,0,75,2-2,JC23,F0001T0075,3,48,1,0,1,PUR,2021-09-30,2023-10-19,2023-03-16,2023-11-27,,749,HO,H,H,53,48,2,2.7,2,29,40,0,22520,29460,0,0,1
706,0,79,2-2,JC23,F0075T0079,13,45,1,1,1,PUR,2021-10-02,2023-10-22,2023-03-16,2023-11-27,,750,HO,H,H,67,4480,8.4,8.4,0,38,63,0,18950,21760,0,1,1
707,0,71,2-2,JC23,F0001T0071,4,25,1,0,0,PUR,2021-10-03,2023-11-11,2023-03-16,2023-11-27,,769,HO,H,H,43,20,0.7,0.7,0,27,37,0,17820,22740,0,0,0
708,0,1,2-1,JC23,DEX.15IM,22,0,1,0,0,PUR,2021-10-07,2023-12-06,2023-03-16,,,790,HO,H,H,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,9,2-0,JC23,F0001T0009,14,50,1,1,2,PUR,2021-11-10,2023-10-17,2023-03-16,2023-11-27,,706,HO,H,H,50,7296,9.2,2.2,9.2,33,55,0,21160,26030,0,1,2
719,0,71,2-0,JC23,F0001T0071,1,17,1,0,0,PUR,2021-11-16,2023-11-19,2023-03-16,2023-11-27,,733,HO,H,H,22,32,1.4,1.4,0,21,0,0,20490,21080,0,0,0
7556,0,73,3-1,-,NONE,15,218,1,1,4,SVD,2020-10-30,2023-05-02,2020-10-30,2023-11-27,,914,HO,H,H,70,87,2.8,0,1.6,22,51,76,22600,26350,0,1,4
7648,0,2,2-9,-,FEET/MAST,4,130,1,0,1,SVD,2020-11-22,2023-04-28,2020-11-22,2023-08-29,2023-09-05,887,HO,H,H,55,446,5.1,0,3.2,32,41,57,15190,14840,1,0,1
7765,0,78,2-6,-,SCC,26,24,1,0,0,Missing,2020-12-11,2023-06-09,2020-12-11,2023-06-26,2023-07-03,910,HO,H,H,48,9999,9.6,9.6,0,44,31,0,16190,26020,1,0,0
7768,0,79,2-11,-,MASTITIS,0,205,1,2,2,SVD,2020-12-11,2023-04-23,2020-12-11,2023-10-23,2023-11-14,863,HO,H,H,72,190,3.9,0,6.3,46,67,64,23680,19820,1,2,2
7863,0,74,2-11,-,67DAYS,20,230,1,0,0,SVD,2020-12-31,2023-04-20,2020-12-31,2023-11-27,,840,HO,H,H,84,45,1.8,0,1,38,63,81,28610,30000,0,0,0
7882,0,74,2-10,-,NONE,0,213,1,0,3,SVD,2021-01-04,2023-05-07,2021-01-04,2023-11-27,,853,HO,H,H,67,95,2.9,1.8,0.1,37,55,67,23510,25430,0,0,3
7884,0,74,2-10,-,32DAYS,13,206,1,0,1,SVD,2021-01-04,2023-05-14,2021-01-04,2023-11-27,,860,HO,H,H,81,3,0.1,0,0.1,24,39,72,25940,26930,0,0,1
7892,0,74,2-10,-,NONE,10,204,1,1,1,SVD,2021-01-06,2023-05-16,2021-01-06,2023-11-27,,860,HO,H,H,45,61,2.3,1.8,1.8,59,81,107,23680,24000,0,1,1
7895,0,74,2-10,-,NONE,13,220,1,0,0,SVD,2021-01-06,2023-04-30,2021-01-06,2023-11-27,,844,HO,H,H,48,136,3.4,3.6,1.5,44,69,62,23070,25360,0,0,0
7896,0,78,2-10,-,NONE,25,194,1,0,2,SVD,2021-01-07,2023-05-26,2021-01-07,2023-11-27,,869,HO,H,H,86,43,1.8,2.8,1,36,73,84,28340,29460,0,0,2
7911,0,73,2-10,-,08:59,22,228,1,0,0,SVD,2021-01-09,2023-04-22,2021-01-09,2023-11-27,,833,HO,H,H,70,10,0.1,0,2,44,58,69,23110,26680,0,0,0
7915,0,74,2-10,-,BLKWRF/B,24,216,1,0,1,SVD,2021-01-10,2023-05-04,2021-01-10,2023-11-27,,844,Other,LM,H,75,6,0.1,0,3.1,32,54,75,27170,28510,0,0,1
7929,0,73,2-10,-,65DAYS,8,225,1,1,1,SVD,2021-01-15,2023-04-25,2021-01-15,2023-11-27,,830,HO,H,H,72,5,0.1,2.1,0.1,27,46,65,24870,25910,0,1,1
7975,0,74,2-10,-,12:59,14,226,1,0,1,SVD,2021-01-24,2023-04-24,2021-01-24,2023-11-27,,820,HO,H,H,90,13,0.1,2.5,4.8,36,56,92,31670,34030,0,0,1
7990,0,74,2-10,-,65DAYS,18,215,1,0,0,SVD,2021-01-26,2023-05-05,2021-01-26,2023-11-27,,829,HO,H,H,109,23,0.9,0,1.7,56,75,94,33530,29770,0,0,0
8025,0,73,2-10,-,67DAYS,9,231,1,0,0,SVD,2021-02-02,2023-04-19,2021-02-02,2023-11-27,,806,HO,H,H,75,11,0.1,2.2,1.1,34,61,77,26420,27130,0,0,0
8045,0,74,2-9,-,10:59,21,212,1,0,2,SVD,2021-02-04,2023-05-08,2021-02-04,2023-11-27,,823,HO,H,H,65,206,4,0,2.4,46,53,60,23960,20940,0,0,2
8053,0,74,2-9,-,NONE,20,206,1,1,1,SVD,2021-02-06,2023-05-14,2021-02-06,2023-11-27,,827,HO,H,H,88,42,1.8,1.4,2.6,41,70,86,28040,28590,0,1,1
8064,0,7,2-9,-,F0006T0007,15,191,1,0,1,SVD,2021-02-08,2023-05-29,2021-02-08,2023-11-27,,840,HO,H,H,54,55,2.1,0,3.3,16,42,71,20330,20410,0,0,1
8074,0,74,2-9,-,NONE,0,230,1,0,0,SVD,2021-02-12,2023-04-20,2021-02-12,2023-11-27,,797,HO,H,H,73,15,0.3,0,2,46,65,78,28250,29060,0,0,0
8081,0,74,2-9,-,66DAYS,17,216,1,1,2,SVD,2021-02-13,2023-05-04,2021-02-13,2023-11-27,,810,HO,H,H,77,6674,9.1,0,6.9,51,82,86,28710,31040,0,1,2
8082,0,74,2-9,-,NONE,22,197,1,0,0,SVD,2021-02-14,2023-05-23,2021-02-14,2023-11-27,,828,HO,H,H,104,60,2.3,7.2,3.8,48,70,104,33620,29730,0,0,0
8083,0,74,2-9,-,TWINS,10,223,1,0,0,SVD,2021-02-15,2023-04-27,2021-02-15,2023-11-27,,801,HO,H,H,86,82,2.7,0.7,2.4,52,68,71,27550,29750,0,0,0
8085,0,74,2-9,-,69DAYS,20,199,1,0,0,SVD,2021-02-15,2023-05-21,2021-02-15,2023-11-27,,825,HO,H,H,87,45,1.8,0.1,0.5,36,73,103,28630,27770,0,0,0
8086,0,73,2-9,-,33DAYS,11,208,1,1,1,SVD,2021-02-15,2023-05-12,2021-02-15,2023-11-27,,816,HO,H,H,63,56,2.2,2.6,0.8,39,48,68,21860,25490,0,1,1
8094,0,79,2-8,-,INJURY,0,204,1,2,2,SVD,2021-02-18,2023-04-24,2021-02-18,2023-10-23,2023-11-14,795,HO,H,H,113,138,3.4,3.8,1.2,53,85,95,30290,28280,1,2,2
8095,0,74,2-9,-,70DAYS,0,227,1,0,0,SVD,2021-02-18,2023-04-23,2021-02-18,2023-11-27,,794,HO,H,H,51,754,5.9,0,3.8,34,62,68,21590,25300,0,0,0
8096,0,74,2-9,-,67DAYS,0,222,1,0,1,SVD,2021-02-18,2023-04-28,2021-02-18,2023-11-27,,799,HO,H,H,49,422,5.1,4.7,4.2,54,82,70,27750,30300,0,0,1
8098,0,74,2-2,-,MASTITIS,8,20,1,0,0,Missing,2021-02-19,2023-04-25,2021-02-19,,2023-05-15,795,HO,H,H,0,0,0,0,0,35,0,0,16280,16450,1,0,0
8100,0,78,2-9,-,NONE,24,182,1,1,1,SVD,2021-02-19,2023-06-07,2021-02-19,2023-11-27,,838,HO,H,H,71,1428,6.8,6.2,7.7,23,45,61,23080,25290,0,1,1
8104,0,74,2-9,-,65DAYS,10,223,1,0,0,SVD,2021-02-23,2023-04-27,2021-02-23,2023-11-27,,793,HO,H,H,78,62,2.3,0.8,0.1,38,59,79,27960,26860,0,0,0
8106,0,74,2-9,-,NONE,16,224,1,0,0,SVD,2021-02-22,2023-04-26,2021-02-22,2023-11-27,,793,HO,H,H,53,914,6.2,1.4,0.9,41,65,69,23370,25660,0,0,0
8120,0,75,2-8,-,PNEU,60,18,1,0,1,SVD,2021-02-26,2023-10-27,2021-02-26,,2023-11-14,973,HO,H,H,0,0,0,0,0,63,0,0,21010,21230,1,0,1
8126,0,74,2-9,-,NONE,0,227,1,1,1,SVD,2021-02-26,2023-04-23,2021-02-26,2023-11-27,,786,HO,H,H,94,1691,7.1,3.4,4.9,53,75,101,30900,31380,0,1,1
8133,0,74,2-9,-,NONE,0,220,1,0,3,SVD,2021-02-28,2023-04-30,2021-02-28,2023-11-27,,791,HO,H,H,74,38,1.6,2.6,0.1,39,66,84,27700,24680,0,0,3
8134,0,73,2-9,-,32DAYS,1,229,1,0,0,SVD,2021-02-28,2023-04-21,2021-02-28,2023-11-27,,782,HO,H,H,91,12,0.1,3.4,4.3,56,89,93,31550,31360,0,0,0
8138,0,74,2-4,-,LAME,0,64,1,0,0,Missing,2021-03-01,2023-04-30,2021-03-01,2023-06-26,2023-07-03,790,HO,H,H,48,2178,7.4,0,7.4,40,55,38,17010,18980,1,0,0
8140,0,78,2-9,-,32DAYS,17,158,1,0,0,SVD,2021-03-01,2023-07-01,2021-03-01,2023-11-27,,852,HO,H,H,90,51,2,1.4,1,67,82,94,30240,32590,0,0,0
8142,0,78,2-7,-,MAST,15,142,1,1,3,SVD,2021-03-01,2023-05-29,2021-03-01,2023-09-25,2023-10-18,819,Other,LM,H,40,218,4.1,2.7,2,37,61,73,20310,21220,1,1,3
8151,0,74,2-9,-,68DAYS,0,226,1,0,0,SVD,2021-03-03,2023-04-24,2021-03-03,2023-11-27,,782,HO,H,H,55,0,0,2.2,2.3,48,61,64,22530,24490,0,0,0
8152,0,74,2-9,-,NONE,13,206,1,1,1,SVD,2021-03-04,2023-05-14,2021-03-04,2023-11-27,,801,HO,H,H,57,393,5,0,3.2,37,68,67,22920,21410,0,1,1
8153,0,73,2-9,-,70DAYS,0,232,1,0,0,SVD,2021-03-04,2023-04-18,2021-03-04,2023-11-27,,775,HO,H,H,54,12,0.1,0,1.1,34,52,62,21320,24630,0,0,0
8154,0,78,2-9,-,NONE,17,193,1,0,1,SVD,2021-03-04,2023-05-27,2021-03-04,2023-11-27,,814,HO,H,H,78,417,5.1,4.4,2.4,36,65,78,27140,27710,0,0,1
8156,0,73,2-9,-,67DAYS,8,232,1,0,2,SVD,2021-03-04,2023-04-18,2021-03-04,2023-11-27,,775,HO,H,H,99,23,0.9,0,3.6,25,55,85,33730,33810,0,0,2
8161,0,78,2-8,-,NONE,17,165,1,0,1,SVD,2021-03-05,2023-06-24,2021-03-05,2023-11-27,,841,HO,H,H,74,39,1.6,4.3,0.4,39,55,65,24920,28510,0,0,1
8162,0,78,2-8,-,NONE,89,184,1,1,1,SVD,2021-03-05,2023-06-05,2021-03-05,2023-11-27,,822,HO,H,H,94,73,2.5,1,2,54,86,97,31900,33670,0,1,1
8163,0,78,2-8,-,NONE,12,184,1,0,0,SVD,2021-03-05,2023-06-05,2021-03-05,2023-11-27,,822,HO,H,H,82,21,0.8,1.2,0.3,66,82,98,30610,33060,0,0,0
8165,0,78,2-8,-,NONE,10,172,1,0,0,SVD,2021-03-06,2023-06-17,2021-03-06,2023-11-27,,833,HO,H,H,86,30,1.3,1.9,0.8,17,57,89,31450,31440,0,0,0
8166,0,79,2-5,-,MASTITIS,19,81,1,1,1,Missing,2021-03-05,2023-06-02,2022-04-20,2023-07-19,2023-08-22,819,HO,"",-,75,32,1.4,3.4,1.4,43,75,86,14620,17580,1,1,1
8168,0,78,2-8,-,NONE,26,163,1,0,1,SVD,2021-03-08,2023-06-26,2021-03-08,2023-11-27,,840,HO,H,H,71,49,2,4.4,2.2,33,57,77,23740,28400,0,0,1
8169,0,79,2-3,-,RESP.EU,23,21,1,0,1,Missing,2021-03-08,2023-06-06,2021-03-08,2023-06-26,2023-06-27,820,HO,H,H,41,453,5.2,5.2,0,44,0,0,19230,29200,1,0,1
8170,0,74,2-8,-,NONE,0,210,1,0,0,SVD,2021-03-08,2023-05-10,2021-03-08,2023-11-27,,793,HO,H,H,86,337,4.8,2.7,2.9,55,103,102,31310,35120,0,0,0
8171,0,73,2-8,-,F0079T0073,9,224,1,1,1,SVD,2021-03-09,2023-04-26,2021-03-09,2023-11-27,,778,HO,H,H,68,217,4.1,4.8,1,46,68,67,27780,31860,0,1,1
8174,0,74,2-8,-,NONE,0,232,1,0,0,SVD,2021-03-09,2023-04-18,2021-03-09,2023-11-27,,770,HO,H,H,57,20,0.7,0,2.8,38,61,85,23640,25860,0,0,0
8179,0,74,2-8,-,69DAYS,0,221,1,0,0,SVD,2021-03-10,2023-04-29,2021-03-10,2023-11-27,,780,HO,H,H,80,83,2.7,3.8,3.4,59,62,78,28690,33240,0,0,0
8183,0,74,2-8,-,67DAYS,9,203,1,0,0,SVD,2021-03-10,2023-05-17,2021-03-10,2023-11-27,,798,HO,H,H,80,31,1.3,4.3,2.6,42,39,13,21410,23070,0,0,0
8185,0,78,2-8,-,71DAYS,14,198,1,0,0,SVD,2021-03-10,2023-05-22,2021-03-10,2023-11-27,,803,HO,H,H,94,22,0.8,0.1,1.7,54,68,85,34990,33630,0,0,0
8187,0,74,2-8,-,NONE,13,220,1,0,0,SVD,2021-03-10,2023-04-30,2021-03-10,2023-11-27,,781,HO,H,H,75,36,1.5,0,0.5,42,63,64,23930,27000,0,0,0
8189,0,74,2-8,-,NONE,8,211,1,0,1,SVD,2021-03-11,2023-05-09,2021-03-11,2023-11-27,,789,HO,H,H,48,131,3.4,0,0.1,34,48,55,19490,23230,0,0,1
8191,0,74,2-8,-,66DAYS,15,204,1,0,0,SVD,2021-03-11,2023-05-16,2021-03-11,2023-11-27,,796,HO,H,H,83,517,5.4,2.6,3.3,56,63,92,29440,31360,0,0,0
8192,0,78,2-8,-,69DAYS,22,167,1,1,1,SVD,2021-03-11,2023-06-22,2021-03-11,2023-11-27,,833,HO,H,H,70,349,4.8,4.1,4.5,41,69,74,23140,27980,0,1,1
8195,0,77,2-8,-,14:59,15,126,1,0,0,SVD,2021-03-12,2023-08-02,2021-03-12,2023-11-27,,873,HO,H,H,75,91,2.8,3.4,3.2,35,44,74,25990,27880,0,0,0
8196,0,6,2-8,-,67DAYS,0,182,1,0,0,SVD,2021-03-12,2023-06-07,2021-03-12,2023-11-27,,817,HO,H,H,78,48,2,1.1,2.1,39,71,107,32470,34480,0,0,0
8198,0,78,2-8,-,NONE,11,178,1,0,0,SVD,2021-03-13,2023-06-11,2021-03-13,2023-11-27,,820,HO,H,H,80,99,3,2.9,0.5,49,39,55,25290,26240,0,0,0
8201,0,73,2-8,-,OVS,13,169,1,0,0,SVD,2021-03-14,2023-06-20,2021-03-14,2023-11-27,,828,HO,H,H,86,540,5.4,0,3.8,37,64,95,27840,24950,0,0,0
8202,0,73,2-8,-,68DAYS,0,228,1,0,0,SVD,2021-03-14,2023-04-22,2021-03-14,2023-11-27,,769,HO,H,H,58,168,3.8,0,3.3,41,62,75,25640,29270,0,0,0
8204,0,78,2-8,-,32DAYS,17,189,1,0,2,SVD,2021-03-15,2023-05-31,2021-03-15,2023-11-27,,807,HO,H,H,75,23,0.9,1.8,1.3,43,53,88,27320,22980,0,0,2
8205,0,77,2-8,-,INVENTARIO,8,137,1,0,0,SVD,2021-03-15,2023-07-13,2021-03-15,2023-11-27,2023-11-27,850,Other,LM,H,0,0,0,3.2,2.3,39,80,94,21750,23350,1,0,0
8206,0,73,2-8,-,NONE,0,226,1,1,3,SVD,2021-03-15,2023-04-24,2021-03-15,2023-11-27,,770,HO,H,H,79,126,3.3,0.1,0.1,42,76,93,30290,26580,0,1,3
8207,0,78,2-8,-,NONE,15,197,1,1,1,SVD,2021-03-15,2023-05-23,2021-03-15,2023-11-27,,799,HO,H,H,91,30,1.3,4.8,3.4,61,65,70,31400,30590,0,1,1
8208,0,76,2-8,-,12:59,22,70,1,0,0,SVD,2021-03-16,2023-09-27,2021-03-16,2023-11-27,,925,HO,H,H,90,71,2.4,3.4,2.4,44,66,89,29430,33300,0,0,0
8209,0,73,2-8,-,71DAYS,8,232,1,0,0,SVD,2021-03-16,2023-04-18,2021-03-16,2023-11-27,,763,HO,H,H,69,20,0.7,2.8,1.8,46,62,74,23910,28420,0,0,0
8213,0,74,2-8,-,NONE,23,210,1,0,0,SVD,2021-03-17,2023-05-10,2021-03-17,2023-11-27,,784,HO,H,H,71,30,1.3,1.6,1.6,48,89,78,28480,31910,0,0,0
8218,0,78,2-8,-,NONE,5,191,1,0,0,SVD,2021-03-17,2023-05-29,2021-03-17,2023-11-27,,803,HO,H,H,76,70,2.4,4.8,3,56,77,81,26840,27920,0,0,0
8219,0,73,2-4,-,PNEU,0,101,1,0,1,Missing,2021-03-18,2023-04-21,2021-03-18,2023-07-19,2023-07-31,764,HO,H,H,41,101,3,0,4,45,48,46,15810,17430,1,0,1
8221,0,74,2-8,-,71DAYS,12,200,1,0,0,SVD,2021-03-19,2023-05-20,2021-03-19,2023-11-27,,792,HO,H,H,57,1841,7.2,0,8.4,40,67,49,20220,24030,0,0,0
8223,0,78,2-8,-,45DAYS,20,162,1,1,1,SVD,2021-03-19,2023-06-27,2021-03-19,2023-11-27,,830,HO,H,H,54,701,5.8,2.1,2.3,38,52,80,26010,26840,0,1,1
8225,0,74,2-8,-,70DAYS,12,221,1,0,0,SVD,2021-03-20,2023-04-29,2021-03-20,2023-11-27,,770,HO,H,H,40,105,3.1,2.3,2,43,65,72,23510,25740,0,0,0
8226,0,78,2-8,-,67DAYS,4,178,1,0,0,SVD,2021-03-20,2023-06-11,2021-03-20,2023-11-27,,813,HO,H,H,71,21,0.8,6,6.9,59,68,89,28160,28790,0,0,0
8227,0,74,2-6,-,LP,11,139,1,0,0,SVD,2021-03-20,2023-05-19,2021-03-20,2023-09-25,2023-10-05,790,HO,H,H,4,0,0,0,4.8,40,23,83,5040,5740,1,0,0
8228,0,74,2-8,-,NONE,14,212,1,0,0,SVD,2021-03-20,2023-05-08,2021-03-20,2023-11-27,,779,HO,H,H,44,53,2.1,0,1.2,45,58,59,20660,24220,0,0,0
8229,0,77,2-8,-,BLKWRF/S0/B,20,141,1,0,1,SVD,2021-03-20,2023-07-18,2021-03-20,2023-11-27,,850,HO,H,H,57,2889,7.8,0.6,1.8,45,74,77,25490,25770,0,0,1
8232,0,74,2-8,-,NONE,5,221,1,0,0,SVD,2021-03-21,2023-04-29,2021-03-21,2023-11-27,,769,HO,H,H,64,14,0.2,0.4,1,53,32,63,23950,23990,0,0,0
8235,0,74,2-8,-,NONE,9,224,1,0,0,SVD,2021-03-22,2023-04-26,2021-03-22,2023-11-27,,765,HO,H,H,59,444,5.1,3.4,4.4,43,55,68,25280,27110,0,0,0
8236,0,78,2-8,-,67DAYS,18,164,1,0,0,SVD,2021-03-22,2023-06-25,2021-03-22,2023-11-27,,825,Other,H,J,89,16,0.4,5.4,0.4,41,80,98,32020,32760,0,0,0
8237,0,78,2-8,-,67DAYS,19,170,1,0,0,SVD,2021-03-22,2023-06-19,2021-03-22,2023-11-27,,819,HO,H,H,65,1831,7.2,0,1.2,21,50,75,25100,27710,0,0,0
8238,0,74,2-8,-,NONE,6,213,1,0,1,SVD,2021-03-22,2023-05-07,2021-03-22,2023-11-27,,776,HO,H,H,54,357,4.8,0,8.1,41,62,71,22560,25590,0,0,1
8239,0,78,2-8,-,67DAYS,14,198,1,0,2,SVD,2021-03-22,2023-05-22,2021-03-22,2023-11-27,,791,HO,H,H,78,294,4.5,2.8,3.9,48,60,66,28760,28610,0,0,2
8240,0,77,2-8,-,NONE,19,142,1,1,1,SVD,2021-03-23,2023-07-17,2021-03-23,2023-11-27,,846,HO,H,H,85,120,3.3,7.6,1.8,50,82,91,29400,26300,0,1,1
8241,0,73,2-8,-,69DAYS,14,205,1,0,0,SVD,2021-03-22,2023-05-15,2021-03-22,2023-11-27,,784,HO,H,H,66,30,1.3,4,2.8,54,78,76,26090,30130,0,0,0
8242,0,78,2-8,-,67DAYS,13,199,1,0,0,SVD,2021-03-22,2023-05-21,2021-03-22,2023-11-27,,790,HO,H,H,88,35,1.4,2,1.4,50,67,68,30750,31360,0,0,0
8246,0,77,2-8,-,67DAYS,14,140,1,0,0,SVD,2021-03-23,2023-07-19,2021-03-23,2023-11-27,,848,HO,H,H,65,959,6.2,5.5,7.3,44,69,84,25980,26260,0,0,0
8247,0,74,2-8,-,68DAYS,14,219,1,0,0,SVD,2021-03-23,2023-05-01,2021-03-23,2023-11-27,,769,HO,H,H,85,229,4.2,8.4,6.9,51,43,86,27800,28020,0,0,0
8250,0,78,2-6,-,STAPH,15,110,1,0,0,SVD,2021-03-24,2023-07-06,2021-03-24,2023-10-23,2023-10-24,834,HO,H,H,79,47,1.9,2.4,0.4,40,59,77,25860,28960,1,0,0
8253,0,73,2-8,-,NONE,0,232,1,0,0,SVD,2021-03-25,2023-04-18,2021-03-25,2023-11-27,,754,Other,LM,H,80,483,5.3,2.2,5,59,75,106,32410,34780,0,0,0
8254,0,74,2-8,-,37DAYS,13,227,1,0,0,SVD,2021-03-25,2023-04-23,2021-03-25,2023-11-27,,759,HO,H,H,59,71,2.4,2,3.2,39,62,71,23520,28100,0,0,0
8255,0,74,2-8,-,66DAYS,0,226,1,0,2,SVD,2021-03-25,2023-04-24,2021-03-25,2023-11-27,,760,HO,H,H,65,1292,6.7,3.4,5.8,27,57,74,24040,26030,0,0,2
8258,0,76,2-8,-,04:59,8,70,1,0,0,SVD,2021-03-26,2023-09-27,2021-03-26,2023-11-27,,915,HO,H,H,82,23,0.9,1.3,0.9,56,81,87,25990,26810,0,0,0
8259,0,74,2-8,-,66DAYS,7,205,1,0,0,SVD,2021-03-26,2023-05-15,2021-03-26,2023-11-27,,780,HO,H,H,64,21,0.8,2.4,1.5,50,66,83,27850,29210,0,0,0
8260,0,2,2-4,-,FEET,18,64,1,0,0,Missing,2021-03-27,2023-06-25,2021-03-27,2023-08-29,2023-08-28,820,HO,H,H,94,0,0,7.6,2.2,43,85,92,28650,28620,1,0,0
8261,0,74,2-8,-,NONE,14,198,1,0,0,SVD,2021-03-27,2023-05-22,2021-03-27,2023-11-27,,786,HO,H,H,91,11,0.1,0.8,1.8,40,63,79,25840,27540,0,0,0
8262,0,74,2-3,-,PNEU,36,78,1,0,1,Missing,2021-03-27,2023-04-24,2021-03-27,2023-06-26,2023-07-11,758,HO,H,H,84,61,2.3,1.6,2.3,64,84,81,24730,27090,1,0,1
8263,0,73,2-8,-,66DAYS,11,229,1,0,0,SVD,2021-03-27,2023-04-21,2021-03-27,2023-11-27,,755,HO,H,H,83,128,3.4,0,0.4,40,70,69,29380,28350,0,0,0
8265,0,74,2-8,-,67DAYS,15,225,1,0,0,SVD,2021-03-28,2023-04-25,2021-03-28,2023-11-27,,758,HO,H,H,87,21,0.8,2.3,2,54,70,93,30290,30610,0,0,0
8266,0,74,2-8,-,65DAYS,5,228,1,0,0,SVD,2021-03-28,2023-04-22,2021-03-28,2023-11-27,,755,HO,H,H,67,40,1.7,3.5,2.4,50,49,69,27350,28560,0,0,0
8267,0,74,2-3,-,INJURY,6,86,1,0,1,Missing,2021-03-28,2023-04-23,2021-03-28,2023-07-19,2023-07-18,756,HO,H,H,71,0,0,5.8,3.2,44,44,88,23850,25070,1,0,1
8271,0,74,2-8,-,NONE,0,221,1,0,0,SVD,2021-03-29,2023-04-29,2021-03-29,2023-11-27,,761,HO,H,H,42,266,4.4,1.3,0.1,57,83,55,23450,25190,0,0,0
8272,0,74,2-8,-,69DAYS,15,218,1,0,0,SVD,2021-03-29,2023-05-02,2021-03-29,2023-11-27,,764,HO,H,H,72,6,0.1,1.7,0.3,43,57,72,24070,27150,0,0,0
8275,0,77,2-8,-,34DAYS,9,139,1,0,0,SVD,2021-03-30,2023-07-20,2021-03-30,2023-11-27,,842,HO,H,H,80,1,0.1,3.1,1,48,72,90,26240,29650,0,0,0
8276,0,74,2-8,-,NONE,11,222,1,0,0,SVD,2021-03-30,2023-04-28,2021-03-30,2023-11-27,,759,HO,H,H,87,66,2.4,2.2,1.2,42,68,88,29770,30700,0,0,0
